sale_id,sale_datetime,model_id,shoe_size,quantity_sold,total_sale_amount,discount_amount,store_name,payment_method,receipt_number,cashier_id,return_flag
1686,2026-03-24 17:57:39,202,36.0,1,6795.00,755.00,radeo_drive,card,RAD-20260324-02159,RAD_02,f
1687,2026-03-24 18:00:16,151,39.0,1,4050.00,0.00,academ,sbp,ACA-20260324-00403,ACA_07,f
1688,2026-03-24 18:14:20,63,38.0,1,7090.00,0.00,nord,sbp,NOR-20260324-00933,NOR_05,f
1689,2026-03-24 18:16:55,73,39.0,1,7890.00,0.00,city_mall,cash,CIT-20260324-01381,CIT_03,f
1690,2026-03-24 18:23:47,98,39.0,2,14980.00,0.00,nord,card,NOR-20260324-00935,NOR_07,f
1691,2026-03-24 18:49:54,305,40.0,1,10830.00,570.00,atmosphera,card,ATM-20260324-01832,ATM_06,f
1692,2026-03-24 18:58:53,297,38.0,1,5600.00,1400.00,atmosphera,card,ATM-20260324-01825,ATM_02,f
1693,2026-03-24 19:10:43,224,38.0,1,9900.00,0.00,atmosphera,card,ATM-20260324-01828,ATM_02,f
1694,2026-03-24 19:15:07,423,41.0,1,12890.00,0.00,city_mall,card,CIT-20260324-01376,CIT_03,f
1695,2026-03-24 19:21:56,34,38.0,1,6350.00,0.00,radeo_drive,card,RAD-20260324-02157,RAD_02,f
1696,2026-03-24 19:55:43,460,42.0,2,15045.00,2655.00,nord,card,NOR-20260324-00927,NOR_07,f
1697,2026-03-24 19:58:52,108,40.0,1,3782.50,667.50,atmosphera,card,ATM-20260324-01827,ATM_02,f
1698,2026-03-24 21:19:55,150,38.0,1,5990.00,0.00,city_mall,cash,CIT-20260324-01374,CIT_03,f
1699,2026-03-24 21:49:59,286,39.0,1,8750.00,0.00,city_mall,card,CIT-20260324-01377,CIT_04,f
1700,2026-03-24 21:56:14,425,38.0,1,4740.50,249.50,radeo_drive,cash,RAD-20260324-02163,RAD_02,f
1701,2026-03-25 10:32:26,455,42.0,1,11400.00,0.00,academ,card,ACA-20260325-00416,ACA_03,f
1702,2026-03-25 11:05:52,307,39.0,1,15850.00,0.00,city_mall,card,CIT-20260325-01391,CIT_02,f
1703,2026-03-25 11:24:24,61,40.0,2,14980.00,0.00,academ,card,ACA-20260325-00422,ACA_06,f
1704,2026-03-25 11:34:36,60,40.0,1,5150.00,0.00,radeo_drive,cash,RAD-20260325-02169,RAD_03,t
1705,2026-03-25 11:35:24,458,44.0,1,9650.00,0.00,city_mall,card,CIT-20260325-01386,CIT_02,f
1706,2026-03-25 11:37:00,365,41.0,1,5000.00,0.00,radeo_drive,card,RAD-20260325-02168,RAD_03,f
1707,2026-03-25 11:44:16,111,44.0,1,12890.00,0.00,city_mall,card,CIT-20260325-01393,CIT_06,f
1708,2026-03-25 12:03:59,359,41.0,1,8000.00,0.00,academ,sbp,ACA-20260325-00419,ACA_06,f
1709,2026-03-25 12:43:07,292,39.0,1,9490.00,0.00,city_mall,cash,CIT-20260325-01387,CIT_06,f
1710,2026-03-25 12:56:46,464,42.0,1,17790.00,0.00,atmosphera,sbp,ATM-20260325-01837,ATM_05,t
1711,2026-03-25 13:00:39,98,35.0,1,7490.00,0.00,atmosphera,card,ATM-20260325-01836,ATM_02,t
1712,2026-03-25 13:14:51,89,37.0,2,10200.00,0.00,nord,cash,NOR-20260325-00946,NOR_07,f
1713,2026-03-25 13:59:56,101,42.0,1,10341.00,1149.00,nord,card,NOR-20260325-00938,NOR_02,f
1714,2026-03-25 14:01:02,447,41.0,1,8550.00,0.00,nord,cash,NOR-20260325-00942,NOR_02,f
1715,2026-03-25 14:08:25,11,35.0,1,11750.00,0.00,atmosphera,card,ATM-20260325-01844,ATM_02,f
1716,2026-03-25 14:09:26,347,39.0,2,9605.00,1695.00,atmosphera,cash,ATM-20260325-01839,ATM_05,f
1717,2026-03-25 14:16:14,377,42.0,1,12200.00,0.00,atmosphera,card,ATM-20260325-01840,ATM_02,f
1718,2026-03-25 14:20:54,474,41.5,1,6651.00,739.00,academ,card,ACA-20260325-00414,ACA_03,f
1719,2026-03-25 14:27:31,373,42.0,1,11447.50,602.50,atmosphera,card,ATM-20260325-01838,ATM_05,f
1720,2026-03-25 14:34:08,6,38.0,1,4411.50,778.50,academ,card,ACA-20260325-00423,ACA_03,f
1721,2026-03-25 14:40:20,329,45.0,1,15990.00,0.00,city_mall,cash,CIT-20260325-01390,CIT_02,f
1722,2026-03-25 14:57:02,248,37.0,1,8090.00,0.00,atmosphera,card,ATM-20260325-01835,ATM_02,f
1723,2026-03-25 15:00:48,404,43.0,1,12390.00,0.00,academ,card,ACA-20260325-00425,ACA_06,f
1724,2026-03-25 15:11:49,322,42.0,1,12590.00,0.00,academ,card,ACA-20260325-00420,ACA_06,f
1725,2026-03-25 15:19:00,188,39.0,1,11400.00,0.00,nord,card,NOR-20260325-00947,NOR_07,f
1726,2026-03-25 15:22:09,409,41.0,2,21300.00,0.00,academ,card,ACA-20260325-00427,ACA_03,f
1727,2026-03-25 15:25:33,62,39.0,1,4200.00,0.00,academ,card,ACA-20260325-00424,ACA_06,f
1728,2026-03-25 15:27:34,145,39.0,1,6000.00,0.00,academ,cash,ACA-20260325-00426,ACA_03,f
1729,2026-03-25 15:37:04,183,37.0,1,6690.00,0.00,academ,card,ACA-20260325-00418,ACA_06,f
1730,2026-03-25 15:48:05,11,40.0,1,11750.00,0.00,nord,sbp,NOR-20260325-00939,NOR_07,f
1731,2026-03-25 15:50:59,370,41.0,1,18850.00,0.00,city_mall,card,CIT-20260325-01383,CIT_06,f
1732,2026-03-25 15:52:19,331,43.0,1,10350.00,0.00,city_mall,card,CIT-20260325-01384,CIT_06,f
1733,2026-03-25 16:02:53,419,42.0,1,9400.00,0.00,city_mall,cash,CIT-20260325-01385,CIT_06,f
1734,2026-03-25 16:18:30,30,36.0,1,10750.00,0.00,nord,card,NOR-20260325-00948,NOR_07,f
1735,2026-03-25 16:25:12,199,40.0,2,22211.00,1169.00,city_mall,card,CIT-20260325-01396,CIT_02,f
1736,2026-03-25 16:42:53,396,41.0,1,7900.00,0.00,atmosphera,card,ATM-20260325-01842,ATM_02,f
1737,2026-03-25 16:44:47,22,38.0,1,4990.00,0.00,nord,sbp,NOR-20260325-00937,NOR_07,f
1738,2026-03-25 16:54:01,91,37.0,1,4790.00,0.00,nord,card,NOR-20260325-00936,NOR_07,f
1739,2026-03-25 17:03:24,98,39.0,2,14980.00,0.00,radeo_drive,cash,RAD-20260325-02165,RAD_03,f
1740,2026-03-25 17:05:57,434,41.0,1,10790.00,0.00,academ,cash,ACA-20260325-00415,ACA_03,f
1741,2026-03-25 17:07:26,42,39.0,1,12350.00,0.00,atmosphera,sbp,ATM-20260325-01846,ATM_02,f
1742,2026-03-25 17:08:07,250,37.5,1,6550.00,0.00,radeo_drive,card,RAD-20260325-02166,RAD_03,f
1743,2026-03-25 17:10:42,445,42.0,1,7390.00,0.00,atmosphera,sbp,ATM-20260325-01845,ATM_05,f
1744,2026-03-25 17:19:46,121,39.0,1,8950.00,0.00,academ,card,ACA-20260325-00417,ACA_06,f
1745,2026-03-25 17:20:28,317,38.0,1,4071.50,718.50,city_mall,card,CIT-20260325-01398,CIT_02,f
1746,2026-03-25 17:26:23,305,40.0,2,22800.00,0.00,academ,cash,ACA-20260325-00421,ACA_03,f
1747,2026-03-25 17:33:45,387,43.0,1,5850.00,0.00,city_mall,card,CIT-20260325-01397,CIT_06,f
1748,2026-03-25 18:13:59,442,38.0,1,5350.00,0.00,atmosphera,card,ATM-20260325-01834,ATM_02,f
1749,2026-03-25 18:18:28,67,41.0,2,15725.00,2775.00,nord,card,NOR-20260325-00941,NOR_07,f
1750,2026-03-25 18:27:57,409,42.0,1,8520.00,2130.00,atmosphera,card,ATM-20260325-01841,ATM_05,f
1751,2026-03-25 18:36:27,465,42.0,1,19150.00,0.00,nord,cash,NOR-20260325-00945,NOR_02,f
1752,2026-03-25 18:46:15,151,39.0,1,3442.50,607.50,radeo_drive,card,RAD-20260325-02170,RAD_03,f
1753,2026-03-25 18:53:21,362,37.0,1,5700.00,0.00,city_mall,card,CIT-20260325-01392,CIT_02,f
1754,2026-03-25 18:55:34,443,43.0,1,5215.50,274.50,nord,card,NOR-20260325-00943,NOR_02,f
1755,2026-03-25 18:58:25,146,36.0,1,6890.00,0.00,city_mall,sbp,CIT-20260325-01388,CIT_02,f
1756,2026-03-25 19:11:40,3,36.0,1,8890.00,0.00,city_mall,card,CIT-20260325-01395,CIT_02,f
1757,2026-03-25 19:41:59,44,38.0,1,7050.00,0.00,nord,cash,NOR-20260325-00940,NOR_02,f
1758,2026-03-25 19:53:35,165,40.0,1,16590.00,0.00,academ,cash,ACA-20260325-00413,ACA_06,f
1759,2026-03-25 20:22:56,149,38.0,1,4240.00,1060.00,atmosphera,sbp,ATM-20260325-01843,ATM_05,f
1760,2026-03-25 20:48:15,119,41.0,1,8950.00,0.00,city_mall,card,CIT-20260325-01389,CIT_02,f
1761,2026-03-25 21:22:12,250,38.0,1,5240.00,1310.00,radeo_drive,card,RAD-20260325-02167,RAD_03,f
1762,2026-03-25 21:34:11,134,41.0,1,4950.00,0.00,nord,cash,NOR-20260325-00944,NOR_02,f
1763,2026-03-25 21:47:20,439,42.0,1,8590.00,0.00,city_mall,sbp,CIT-20260325-01394,CIT_02,f
1764,2026-03-26 10:05:48,71,37.0,1,3561.50,628.50,atmosphera,card,ATM-20260326-01852,ATM_04,f
1765,2026-03-26 10:52:43,17,41.0,1,15201.00,1689.00,city_mall,card,CIT-20260326-01406,CIT_02,f
1766,2026-03-26 11:11:12,131,39.0,2,11000.00,0.00,atmosphera,card,ATM-20260326-01856,ATM_02,f
1767,2026-03-26 11:26:11,110,36.0,1,5775.00,2475.00,city_mall,card,CIT-20260326-01409,CIT_02,f
1768,2026-03-26 12:03:19,63,39.0,1,5317.50,1772.50,atmosphera,card,ATM-20260326-01861,ATM_06,f
1769,2026-03-26 12:15:13,83,40.5,1,6120.00,680.00,academ,card,ACA-20260326-00429,ACA_02,f
1770,2026-03-26 12:28:54,166,38.0,1,10837.50,1912.50,academ,card,ACA-20260326-00441,ACA_01,f
1771,2026-03-26 12:40:14,95,38.0,1,6247.50,1102.50,city_mall,card,CIT-20260326-01402,CIT_01,f
1772,2026-03-26 12:47:52,227,40.0,1,6450.00,0.00,radeo_drive,sbp,RAD-20260326-02174,RAD_05,f
1773,2026-03-26 12:56:15,360,39.0,1,4350.00,0.00,radeo_drive,card,RAD-20260326-02172,RAD_05,f
1774,2026-03-26 13:11:18,225,38.0,2,17550.00,1950.00,radeo_drive,cash,RAD-20260326-02171,RAD_02,f
1775,2026-03-26 13:37:52,218,39.0,1,8050.00,0.00,city_mall,card,CIT-20260326-01399,CIT_02,f
1776,2026-03-26 13:59:09,454,41.5,1,11385.00,1265.00,atmosphera,card,ATM-20260326-01858,ATM_04,f
1777,2026-03-26 14:08:24,30,41.0,1,10750.00,0.00,academ,card,ACA-20260326-00440,ACA_02,f
1778,2026-03-26 14:09:05,239,37.0,1,13050.00,1450.00,city_mall,card,CIT-20260326-01404,CIT_02,f
1779,2026-03-26 14:14:14,83,38.0,1,6120.00,680.00,atmosphera,cash,ATM-20260326-01860,ATM_04,f
1780,2026-03-26 14:36:14,116,40.0,1,5190.00,0.00,city_mall,sbp,CIT-20260326-01401,CIT_01,f
1781,2026-03-26 14:51:29,398,41.0,1,9500.00,0.00,academ,card,ACA-20260326-00439,ACA_02,f
1782,2026-03-26 14:58:11,361,44.0,1,6982.50,367.50,academ,sbp,ACA-20260326-00435,ACA_01,f
1783,2026-03-26 15:10:03,297,36.0,1,7000.00,0.00,city_mall,cash,CIT-20260326-01403,CIT_02,f
1784,2026-03-26 15:11:02,54,36.0,1,12152.00,3038.00,atmosphera,card,ATM-20260326-01863,ATM_06,f
1785,2026-03-26 15:21:26,159,43.0,2,14700.00,0.00,nord,card,NOR-20260326-00959,NOR_03,f
1786,2026-03-26 15:26:19,22,38.5,1,4990.00,0.00,academ,card,ACA-20260326-00434,ACA_01,f
1787,2026-03-26 15:26:26,136,38.0,2,14980.00,0.00,academ,card,ACA-20260326-00437,ACA_02,f
1788,2026-03-26 15:32:11,465,39.0,1,15320.00,3830.00,atmosphera,sbp,ATM-20260326-01853,ATM_06,f
1789,2026-03-26 15:35:23,286,39.0,1,8750.00,0.00,nord,card,NOR-20260326-00950,NOR_05,f
1790,2026-03-26 15:43:15,202,40.0,1,7550.00,0.00,atmosphera,cash,ATM-20260326-01850,ATM_06,f
1791,2026-03-26 15:46:59,212,41.0,1,8450.00,0.00,atmosphera,card,ATM-20260326-01848,ATM_02,f
1792,2026-03-26 15:47:00,55,36.0,1,6290.00,0.00,atmosphera,card,ATM-20260326-01851,ATM_04,f
1793,2026-03-26 15:53:24,177,38.0,2,17180.00,0.00,nord,sbp,NOR-20260326-00952,NOR_05,f
1794,2026-03-26 16:06:18,247,40.0,1,13041.00,1449.00,nord,card,NOR-20260326-00957,NOR_03,f
1795,2026-03-26 16:12:20,99,36.0,1,7950.00,0.00,nord,sbp,NOR-20260326-00956,NOR_05,t
1796,2026-03-26 16:15:19,232,41.0,1,10950.00,0.00,academ,card,ACA-20260326-00433,ACA_02,f
1797,2026-03-26 16:18:14,104,41.0,3,13800.00,0.00,academ,card,ACA-20260326-00432,ACA_01,f
1798,2026-03-26 16:22:45,230,40.0,2,14195.00,2505.00,atmosphera,card,ATM-20260326-01862,ATM_04,f
1799,2026-03-26 16:34:30,260,40.0,1,12300.00,0.00,academ,cash,ACA-20260326-00438,ACA_02,f
1800,2026-03-26 16:40:29,230,40.0,1,8350.00,0.00,nord,sbp,NOR-20260326-00955,NOR_03,f
1801,2026-03-26 16:42:04,188,37.0,2,22800.00,0.00,radeo_drive,sbp,RAD-20260326-02173,RAD_02,f
1802,2026-03-26 16:45:08,392,41.0,1,5690.00,0.00,atmosphera,card,ATM-20260326-01847,ATM_04,f
1803,2026-03-26 17:02:51,178,39.0,1,6490.00,0.00,academ,card,ACA-20260326-00428,ACA_01,f
1804,2026-03-26 17:07:06,439,44.0,1,8590.00,0.00,atmosphera,card,ATM-20260326-01849,ATM_06,t
1805,2026-03-26 17:07:08,225,37.0,1,8287.50,1462.50,atmosphera,card,ATM-20260326-01857,ATM_04,f
1806,2026-03-26 17:12:55,440,40.0,1,7400.00,0.00,city_mall,card,CIT-20260326-01407,CIT_02,f
1807,2026-03-26 17:19:00,190,40.0,1,5600.00,0.00,nord,card,NOR-20260326-00949,NOR_03,f
1808,2026-03-26 17:24:26,232,38.0,1,10402.50,547.50,atmosphera,card,ATM-20260326-01859,ATM_02,f
1809,2026-03-26 17:25:15,242,39.0,1,12400.00,0.00,nord,card,NOR-20260326-00951,NOR_05,f
1810,2026-03-26 17:26:23,316,40.0,1,7890.00,0.00,city_mall,card,CIT-20260326-01400,CIT_01,f
1811,2026-03-26 17:28:14,195,41.0,1,9100.00,0.00,academ,card,ACA-20260326-00431,ACA_02,f
1812,2026-03-26 17:28:45,272,43.0,1,8390.00,0.00,radeo_drive,card,RAD-20260326-02175,RAD_05,f
1813,2026-03-26 17:41:42,149,42.0,2,10600.00,0.00,academ,sbp,ACA-20260326-00436,ACA_01,f
1814,2026-03-26 17:45:55,14,37.0,1,5950.00,0.00,academ,card,ACA-20260326-00430,ACA_02,f
1815,2026-03-26 18:00:14,65,38.0,1,6602.50,347.50,nord,card,NOR-20260326-00958,NOR_05,f
1816,2026-03-26 18:48:51,345,44.0,1,4450.00,0.00,nord,card,NOR-20260326-00953,NOR_03,f
1817,2026-03-26 18:54:13,201,36.0,1,8700.00,2900.00,city_mall,card,CIT-20260326-01408,CIT_01,f
1818,2026-03-26 19:00:45,161,38.0,1,4990.00,0.00,city_mall,card,CIT-20260326-01405,CIT_02,f
1819,2026-03-26 19:12:03,191,39.0,1,4050.00,0.00,academ,card,ACA-20260326-00442,ACA_01,f
1820,2026-03-26 19:13:18,50,40.0,1,7275.00,2425.00,atmosphera,cash,ATM-20260326-01864,ATM_04,f
1821,2026-03-26 19:50:51,433,41.0,1,6050.00,0.00,atmosphera,sbp,ATM-20260326-01855,ATM_06,f
1822,2026-03-26 20:26:12,227,41.0,1,6127.50,322.50,nord,cash,NOR-20260326-00954,NOR_05,f
1823,2026-03-26 21:16:44,391,39.0,1,3790.00,0.00,atmosphera,cash,ATM-20260326-01854,ATM_06,f
1824,2026-03-27 10:18:57,163,40.0,1,5200.00,0.00,city_mall,card,CIT-20260327-01422,CIT_04,f
1825,2026-03-27 10:23:49,457,39.0,1,9490.00,0.00,nord,card,NOR-20260327-00972,NOR_05,f
1826,2026-03-27 10:35:41,301,38.0,2,25580.00,0.00,academ,card,ACA-20260327-00453,ACA_01,f
1827,2026-03-27 11:25:42,269,40.0,1,13050.00,0.00,city_mall,cash,CIT-20260327-01417,CIT_04,f
1828,2026-03-27 11:31:48,309,42.0,1,16190.00,0.00,city_mall,card,CIT-20260327-01424,CIT_05,f
1829,2026-03-27 11:43:41,11,36.0,1,10575.00,1175.00,city_mall,card,CIT-20260327-01411,CIT_04,f
1830,2026-03-27 12:08:18,399,43.0,1,4491.00,499.00,atmosphera,sbp,ATM-20260327-01877,ATM_06,f
1831,2026-03-27 12:12:47,256,42.0,2,8980.00,0.00,academ,card,ACA-20260327-00445,ACA_04,f
1832,2026-03-27 12:12:57,12,38.0,1,6490.00,0.00,nord,card,NOR-20260327-00962,NOR_07,f
1833,2026-03-27 12:13:37,115,36.0,1,8550.00,0.00,city_mall,card,CIT-20260327-01431,CIT_05,f
1834,2026-03-27 12:27:09,193,37.5,1,7742.50,407.50,city_mall,card,CIT-20260327-01420,CIT_04,f
1835,2026-03-27 12:28:41,452,40.0,1,4995.00,555.00,radeo_drive,cash,RAD-20260327-02181,RAD_02,f
1836,2026-03-27 12:31:46,347,41.0,1,5650.00,0.00,academ,card,ACA-20260327-00454,ACA_01,f
1837,2026-03-27 12:40:52,5,39.0,1,6090.00,0.00,atmosphera,card,ATM-20260327-01888,ATM_06,f
1838,2026-03-27 13:04:15,309,40.0,1,16190.00,0.00,city_mall,sbp,CIT-20260327-01432,CIT_04,f
1839,2026-03-27 13:19:16,180,42.0,1,6650.00,0.00,academ,card,ACA-20260327-00448,ACA_03,f
1840,2026-03-27 13:22:10,385,43.0,1,9890.00,0.00,academ,card,ACA-20260327-00455,ACA_04,f
1841,2026-03-27 13:22:38,96,40.0,1,7300.00,0.00,city_mall,card,CIT-20260327-01415,CIT_03,f
1842,2026-03-27 13:23:46,57,39.0,1,4123.00,1767.00,radeo_drive,sbp,RAD-20260327-02180,RAD_01,f
1843,2026-03-27 13:33:14,69,39.0,1,10400.00,0.00,radeo_drive,cash,RAD-20260327-02179,RAD_02,f
1844,2026-03-27 13:41:15,234,41.0,2,20043.00,3537.00,radeo_drive,card,RAD-20260327-02176,RAD_02,f
1845,2026-03-27 13:45:07,196,40.5,1,11690.00,0.00,atmosphera,card,ATM-20260327-01875,ATM_02,f
1846,2026-03-27 13:49:55,476,42.0,1,12090.00,0.00,atmosphera,cash,ATM-20260327-01867,ATM_06,f
1847,2026-03-27 14:06:35,407,42.5,2,22780.00,0.00,city_mall,card,CIT-20260327-01414,CIT_05,f
1848,2026-03-27 14:17:11,251,35.0,1,7850.00,0.00,atmosphera,card,ATM-20260327-01889,ATM_02,f
1849,2026-03-27 14:17:17,73,37.0,1,6706.50,1183.50,radeo_drive,card,RAD-20260327-02182,RAD_02,f
1850,2026-03-27 14:31:29,272,42.5,1,8390.00,0.00,city_mall,card,CIT-20260327-01428,CIT_04,f
1851,2026-03-27 14:33:42,423,41.0,2,25780.00,0.00,nord,sbp,NOR-20260327-00965,NOR_05,f
1852,2026-03-27 14:35:33,72,39.0,1,8300.00,0.00,nord,card,NOR-20260327-00967,NOR_05,f
1853,2026-03-27 14:37:07,460,42.0,2,17700.00,0.00,nord,sbp,NOR-20260327-00970,NOR_07,t
1854,2026-03-27 14:40:27,209,37.0,1,9547.50,502.50,nord,card,NOR-20260327-00969,NOR_07,f
1855,2026-03-27 14:41:15,342,39.0,1,5760.00,640.00,atmosphera,card,ATM-20260327-01885,ATM_06,f
1856,2026-03-27 14:49:49,14,39.0,1,5950.00,0.00,atmosphera,card,ATM-20260327-01890,ATM_06,f
1857,2026-03-27 14:55:53,5,41.0,1,6090.00,0.00,city_mall,card,CIT-20260327-01421,CIT_04,f
1858,2026-03-27 15:04:12,298,35.0,1,11790.00,0.00,academ,card,ACA-20260327-00443,ACA_01,f
1859,2026-03-27 15:24:45,168,41.0,1,9500.00,0.00,city_mall,card,CIT-20260327-01413,CIT_04,f
1860,2026-03-27 15:35:07,435,42.0,1,4890.00,0.00,atmosphera,card,ATM-20260327-01883,ATM_06,f
1861,2026-03-27 16:07:02,257,36.0,1,9000.00,0.00,atmosphera,cash,ATM-20260327-01870,ATM_06,f
1862,2026-03-27 16:07:57,404,41.5,1,12390.00,0.00,city_mall,sbp,CIT-20260327-01427,CIT_04,f
1863,2026-03-27 16:10:47,418,39.0,1,7790.00,0.00,city_mall,card,CIT-20260327-01430,CIT_03,f
1864,2026-03-27 16:11:16,292,36.0,1,9490.00,0.00,city_mall,card,CIT-20260327-01418,CIT_05,f
1865,2026-03-27 16:12:23,477,38.0,1,10290.00,0.00,nord,card,NOR-20260327-00968,NOR_05,f
1866,2026-03-27 16:12:47,172,38.0,1,14850.00,0.00,atmosphera,card,ATM-20260327-01878,ATM_02,f
1867,2026-03-27 16:14:11,188,40.0,1,10260.00,1140.00,city_mall,card,CIT-20260327-01426,CIT_05,f
1868,2026-03-27 16:16:33,447,40.0,2,14535.00,2565.00,city_mall,card,CIT-20260327-01423,CIT_04,f
1869,2026-03-27 16:19:59,458,41.0,1,9650.00,0.00,nord,sbp,NOR-20260327-00966,NOR_07,f
1870,2026-03-27 16:23:29,89,39.0,2,10200.00,0.00,nord,sbp,NOR-20260327-00960,NOR_02,f
1871,2026-03-27 16:32:29,176,38.0,1,5850.00,650.00,atmosphera,sbp,ATM-20260327-01882,ATM_02,f
1872,2026-03-27 16:34:39,240,40.0,1,6365.00,335.00,atmosphera,card,ATM-20260327-01871,ATM_02,f
1873,2026-03-27 16:40:09,381,42.0,1,7992.00,1998.00,atmosphera,card,ATM-20260327-01884,ATM_02,f
1874,2026-03-27 16:46:30,246,42.0,1,9250.00,0.00,academ,sbp,ACA-20260327-00449,ACA_03,f
1875,2026-03-27 16:47:02,426,42.0,1,7850.00,0.00,nord,card,NOR-20260327-00964,NOR_05,f
1876,2026-03-27 16:49:18,221,40.0,2,10100.00,0.00,academ,card,ACA-20260327-00447,ACA_03,f
1877,2026-03-27 17:02:00,214,38.0,1,13800.00,0.00,city_mall,cash,CIT-20260327-01416,CIT_04,f
1878,2026-03-27 17:06:03,162,39.0,1,4700.00,0.00,radeo_drive,card,RAD-20260327-02177,RAD_02,f
1879,2026-03-27 17:15:39,58,40.0,1,8790.00,0.00,city_mall,card,CIT-20260327-01410,CIT_04,f
1880,2026-03-27 17:35:49,343,42.0,1,5390.00,2310.00,atmosphera,cash,ATM-20260327-01880,ATM_02,f
1881,2026-03-27 17:35:50,108,38.0,1,4450.00,0.00,nord,sbp,NOR-20260327-00975,NOR_02,f
1882,2026-03-27 17:49:37,369,41.0,1,6680.00,1670.00,atmosphera,sbp,ATM-20260327-01868,ATM_02,f
1883,2026-03-27 18:07:49,203,36.0,1,7390.00,0.00,nord,cash,NOR-20260327-00963,NOR_02,f
1884,2026-03-27 18:09:03,26,37.0,1,5405.50,284.50,nord,card,NOR-20260327-00961,NOR_07,f
1885,2026-03-27 18:12:01,293,37.0,1,9350.00,0.00,nord,card,NOR-20260327-00976,NOR_02,f
1886,2026-03-27 18:16:57,166,38.0,1,12750.00,0.00,nord,cash,NOR-20260327-00977,NOR_05,f
1887,2026-03-27 18:18:34,275,37.0,1,10790.00,0.00,nord,card,NOR-20260327-00978,NOR_02,f
1888,2026-03-27 18:22:05,473,40.0,1,17350.00,0.00,city_mall,card,CIT-20260327-01429,CIT_05,f
1889,2026-03-27 18:26:02,194,40.0,1,10890.00,0.00,academ,sbp,ACA-20260327-00450,ACA_01,t
1890,2026-03-27 18:27:11,2,39.0,1,5390.00,0.00,atmosphera,card,ATM-20260327-01865,ATM_02,f
1891,2026-03-27 18:32:50,154,37.0,1,4632.00,1158.00,atmosphera,card,ATM-20260327-01876,ATM_06,f
1892,2026-03-27 18:35:45,290,39.0,1,4900.00,0.00,atmosphera,card,ATM-20260327-01873,ATM_02,f
1893,2026-03-27 18:38:23,117,37.5,1,6700.00,0.00,atmosphera,card,ATM-20260327-01886,ATM_02,f
1894,2026-03-27 18:40:51,422,41.0,1,6201.00,689.00,city_mall,card,CIT-20260327-01425,CIT_04,f
1895,2026-03-27 18:54:58,135,41.0,2,22000.00,0.00,atmosphera,card,ATM-20260327-01874,ATM_02,f
1896,2026-03-27 18:56:29,142,37.0,1,10530.00,1170.00,city_mall,card,CIT-20260327-01419,CIT_05,f
1897,2026-03-27 18:58:56,476,41.0,1,12090.00,0.00,academ,card,ACA-20260327-00456,ACA_01,f
1898,2026-03-27 19:01:18,121,39.0,1,8502.50,447.50,city_mall,cash,CIT-20260327-01433,CIT_03,f
1899,2026-03-27 19:10:36,453,43.0,1,6570.00,730.00,atmosphera,card,ATM-20260327-01881,ATM_06,f
1900,2026-03-27 19:19:07,288,38.0,1,11450.00,0.00,atmosphera,card,ATM-20260327-01866,ATM_06,f
1901,2026-03-27 19:21:14,426,42.0,1,7850.00,0.00,academ,card,ACA-20260327-00452,ACA_03,f
1902,2026-03-27 19:32:04,332,45.0,1,12850.00,0.00,atmosphera,card,ATM-20260327-01879,ATM_06,f
1903,2026-03-27 19:35:59,97,38.0,1,6500.00,0.00,academ,cash,ACA-20260327-00451,ACA_01,f
1904,2026-03-27 19:44:38,379,45.0,1,10390.00,0.00,academ,card,ACA-20260327-00446,ACA_01,f
1905,2026-03-27 20:02:37,4,36.0,1,9550.00,0.00,nord,card,NOR-20260327-00971,NOR_02,f
1906,2026-03-27 20:30:13,260,43.0,1,12300.00,0.00,academ,cash,ACA-20260327-00444,ACA_03,f
1907,2026-03-27 20:46:08,404,42.0,1,11151.00,1239.00,atmosphera,card,ATM-20260327-01887,ATM_02,f
1908,2026-03-27 20:55:20,246,42.0,1,9250.00,0.00,city_mall,card,CIT-20260327-01412,CIT_03,f
1909,2026-03-27 21:09:44,193,40.0,1,7335.00,815.00,nord,card,NOR-20260327-00974,NOR_02,f
1910,2026-03-27 21:21:59,333,41.0,1,6201.00,689.00,nord,card,NOR-20260327-00973,NOR_02,f
1911,2026-03-27 21:37:24,94,40.0,1,5737.50,1912.50,atmosphera,sbp,ATM-20260327-01869,ATM_06,f
1912,2026-03-27 21:39:31,90,38.5,1,4800.00,0.00,radeo_drive,sbp,RAD-20260327-02178,RAD_02,f
1913,2026-03-27 21:48:12,78,36.0,1,6795.00,755.00,atmosphera,card,ATM-20260327-01872,ATM_06,f
1914,2026-03-28 10:27:28,181,36.0,1,4600.00,0.00,academ,card,ACA-20260328-00486,ACA_03,t
1915,2026-03-28 10:34:22,242,39.0,1,12400.00,0.00,nord,card,NOR-20260328-00979,NOR_07,f
1916,2026-03-28 10:54:24,304,36.0,1,11750.00,0.00,academ,cash,ACA-20260328-00476,ACA_03,f
1917,2026-03-28 11:18:01,380,40.0,1,6550.00,0.00,academ,card,ACA-20260328-00462,ACA_03,f
1918,2026-03-28 11:32:29,45,38.0,1,6561.00,729.00,academ,card,ACA-20260328-00459,ACA_06,f
1919,2026-03-28 11:49:20,177,39.0,1,8590.00,0.00,academ,card,ACA-20260328-00480,ACA_05,f
1920,2026-03-28 12:06:02,344,41.0,1,4050.00,0.00,nord,card,NOR-20260328-00988,NOR_05,f
